uniquestr,method,company,measurements,id,trialn,col 
sjCmtASC,ac,TUW,0.543513670988284,7816,12,-7803
wNqqPhAe,mk,HTC,0.626816665059109,7817,39,-7777
AkLdLvOW,mk,CTS,0.524258857390616,7818,48,-7769
njnXkjIs,ac,TUW,0.189873277405295,7819,9,-7809
AmXLEAxG,ac,HTC,0.464655075546533,7820,2,-7817
CzOPbscC,em,HTC,0.00208652299943,7821,95,-7725
,zf,CTS,0.926823103002403,7822,36,-7785
WbRfgOoL,em,CTS,0.792331531150972,7823,71,-7751
dlxOXPRw,zf,CTS,0.631643826320282,7824,62,-7761
lGWtUyQU,mk,TUW,0.300630846364112,7825,24,-7800
CsWFRRAt,ac,CTS,0.430571983382914,7826,9,-7816
krDYrueZ,mk,CTS,0.073429568890124,7827,0,-7826
PGudVbwS,ac,HTC,0.836703328045073,7828,31,-7796
ETdjCqvA,ac,CTS,0.346953878172046,7829,24,-7804
zknHGjTN,mk,TUW,0.959968782235333,7830,34,-7795
chhObVdj,zf,HTC,0.31592537872735,7831,99,-7731
hvyBvRDQ,ac,CTS,0.991584492251363,7832,4,-7827
,mk,CTS,0.106522498978603,7833,23,-7809
DHzjvbVH,mk,CTS,0.964039913640965,7834,5,-7828
kwpmxUli,ac,HTC,0.946861571006962,7835,28,-7806
wBGHutEt,mk,TUW,0.345092913794583,7836,61,-7774
csIevGdY,ac,TUW,0.66276460789354,7837,80,-7756
juLHjINJ,zf,TUW,0.230420142496385,7838,38,-7799
XbKcpiRn,mk,CTS,0.45335500744348,7839,24,-7814
WiwNtizk,zf,HTC,0.617626186072637,7840,28,-7811
qloJlQZV,zf,TUW,0.00623938701923,7841,99,-7741
dDqgDipA,em,HTC,0.33891410899871,7842,40,-7801
wuOblaYb,mk,TUW,0.7052898410025,7843,90,-7752
ALuDqAKs,em,HTC,0.237684457093819,7844,85,-7758
JNcUOTem,ac,TUW,0.442950923016322,7845,45,-7799
azVTjThB,mk,CTS,0.514164341322418,7846,94,-7751
sxlPhldL,ac,TUW,0.8237710881889,7847,11,-7835
,em,TUW,0.551829827820853,7848,99,-7748
FrjaXMbs,ac,HTC,0.009601461459946,7849,29,-7819
xeZInZQR,ac,HTC,0.166069602360617,7850,2,-7847
dHjanczf,zf,HTC,0.322936969377114,7851,97,-7753
KHlLxuty,zf,CTS,0.665501765411408,7852,26,-7825
QSLHvzxi,zf,HTC,0.555515434443893,7853,16,-7836
tVYHnapx,ac,CTS,0.747756951694195,7854,80,-7773
PJuIDGDx,ac,HTC,0.693015877681384,7855,50,-7804
GEtSmcRF,em,CTS,0.120706715461677,7856,91,-7764
CtaVPAKn,zf,CTS,0.305317744249742,7857,47,-7809
lepaOhyc,mk,CTS,0.189883801573589,7858,4,-7853
dHvFUhJs,zf,TUW,0.060021262251561,7859,56,-7802
QOGMptIN,ac,TUW,0.407235667338137,7860,75,-7784
nLcaszdd,ac,TUW,0.94188880423251,7861,12,-7848
iXpHweYC,zf,CTS,0.264379577335125,7862,99,-7762
SewYtuZF,ac,HTC,0.458883875834902,7863,59,-7803
,ac,CTS,0.865617027947512,7864,77,-7786
VgHRUHvv,em,HTC,0.135009776269187,7865,11,-7853
dLdLonIt,ac,HTC,0.923942420683216,7866,94,-7771
UJreMvQr,em,CTS,0.610145471066943,7867,92,-7774
yuxalgVv,zf,TUW,0.119466405272269,7868,58,-7809
svBlKdXB,em,CTS,0.173620986080569,7869,96,-7772
jMRmCola,zf,TUW,0.510920028380606,7870,37,-7832
TIiglYlA,em,HTC,0.521637366176666,7871,49,-7821
jbaAIuHH,ac,CTS,0.230234975443249,7872,35,-7836
KveoFdhX,zf,TUW,0.925148846994312,7873,80,-7792
OtAYLpdA,zf,CTS,0.280208865439267,7874,74,-7799
tipzvALb,zf,TUW,0.306209501958928,7875,67,-7807
MKnluXGG,ac,TUW,0.013648965961908,7876,57,-7818
UwZQnTQL,zf,HTC,0.81253508589697,7877,39,-7837
yDRGtbos,ac,TUW,0.060059512385769,7878,77,-7800
QDWZCsAp,zf,HTC,0.680305192906245,7879,79,-7799
HpHEXWHw,mk,CTS,0.191339501684321,7880,14,-7865
LwsyhmdH,em,CTS,0.417629092292617,7881,72,-7808
AyrtQGoU,ac,HTC,0.370495052319136,7882,81,-7800
GhsdGMCJ,em,CTS,0.851307902738629,7883,83,-7799
,em,TUW,0.091773866955594,7884,72,-7811
zQyLwRcR,ac,HTC,0.882071230660628,7885,86,-7798
LFnSLEjQ,em,CTS,0.710140737228509,7886,89,-7796
fKhZEBpe,mk,CTS,0.460912738051107,7887,54,-7832
OplqRejr,ac,HTC,0.047101307386622,7888,86,-7801
SNkbGrLM,mk,CTS,0.133065280746637,7889,35,-7853
RUbTIeqk,em,TUW,0.372700005333087,7890,57,-7832
JPErRbAd,ac,TUW,0.596806852728729,7891,18,-7872
eEvqoIMW,em,HTC,0.82454460355934,7892,88,-7803
MAqvbfPL,ac,CTS,0.066845551882751,7893,52,-7840
gzHijOyq,em,CTS,0.549227259159058,7894,90,-7803
hTSCOpXh,em,CTS,0.959356212321376,7895,40,-7854
NmLEUrTH,mk,TUW,0.973531330289795,7896,27,-7868
srCZmQHo,ac,TUW,0.681137568807362,7897,89,-7807
BXEUnALm,ac,HTC,0.345276979369711,7898,91,-7806
vxxuKsfK,zf,TUW,0.018779279967914,7899,57,-7841
pSTikwra,zf,TUW,0.374312053545521,7900,70,-7829
XQiSbLpx,mk,CTS,0.509967247269856,7901,95,-7805
RYYTHUAc,mk,CTS,0.928693509477339,7902,23,-7878
,em,HTC,0.22006481020426,7903,8,-7894
EaYYQmEV,ac,HTC,0.856122116824913,7904,58,-7845
dqpJMuUc,mk,HTC,0.737051511195792,7905,54,-7850
pLNTYrqq,zf,CTS,0.578886558641047,7906,62,-7843
auzaqQaC,ac,HTC,0.368302701580383,7907,16,-7890
PZcKXysg,zf,CTS,0.583537034228009,7908,58,-7849
vIutKXKs,mk,HTC,0.846372017881556,7909,15,-7893
FFtKfHpk,zf,HTC,0.666890680747466,7910,99,-7810
MwnXLZIJ,zf,CTS,0.985052166753438,7911,44,-7866
YxtDzUDy,zf,TUW,0.179652022389285,7912,98,-7813
XpJWJZHO,mk,TUW,0.031168352206999,7913,33,-7879
VkSJHWbx,mk,CTS,0.394519006204489,7914,41,-7872
QHWPotWv,em,HTC,0.909520972071557,7915,2,-7912
NpRNNLhI,mk,HTC,0.200641943582993,7916,43,-7872
jLrkToTF,em,CTS,0.484005021719069,7917,70,-7846
LxPHByNF,zf,HTC,0.437710783768186,7918,47,-7870
RIXNKvHw,ac,CTS,0.89931460055825,7919,64,-7854
VLkFEFjU,mk,HTC,0.814465979848559,7920,30,-7889
OuoYjvum,em,CTS,0.039175193468883,7921,99,-7821
,ac,CTS,0.61673835914488,7922,66,-7855
hdarziwX,zf,CTS,0.320771305410529,7923,15,-7907
BwrLFmpn,em,HTC,0.052072673570779,7924,67,-7856
tLqDBCdB,ac,HTC,0.561605752004539,7925,81,-7843
STwPAioQ,ac,HTC,0.813663772287592,7926,2,-7923
GOPMRrmx,mk,TUW,0.229843808652037,7927,0,-7926
XyVCfEgN,zf,HTC,0.071083303084995,7928,81,-7846
zpJpdGid,zf,CTS,0.541097944399762,7929,98,-7830
hqhMikKA,em,TUW,0.80970374196293,7930,16,-7913
mikXFJXy,zf,HTC,0.292156248303565,7931,81,-7849
MnonLNkH,mk,CTS,0.730428080772598,7932,48,-7883
mKkWIENc,mk,CTS,0.620177748188854,7933,7,-7925
bKgIlusB,ac,TUW,0.698947381600633,7934,79,-7854
EAUbvtNE,mk,CTS,0.633577263365166,7935,25,-7909
qEiFpiJd,mk,HTC,0.429756162543392,7936,58,-7877
LPBhPtHB,ac,HTC,0.564264248774979,7937,42,-7894
,em,TUW,0.786067892940946,7938,56,-7881
kliZVffy,ac,TUW,0.489757410880906,7939,67,-7871
QFmUWsmw,ac,HTC,0.146234172139575,7940,17,-7922
NNKKzjNk,mk,TUW,0.299985117075072,7941,80,-7860
tpqVDhZH,mk,TUW,0.655330196090733,7942,68,-7873
cKjiatGk,ac,TUW,0.969034110645887,7943,6,-7936
CKfgKWrO,mk,HTC,0.948731699612544,7944,29,-7914
XhQGwGMY,ac,CTS,0.471425709958187,7945,45,-7899
RQKKSsrk,ac,TUW,0.917448597217756,7946,10,-7935
ZmNeXdlf,zf,TUW,0.296665684845198,7947,91,-7855
wOKpjQgx,em,TUW,0.498864379188529,7948,51,-7896
NADvLuld,zf,HTC,0.716868791290722,7949,55,-7893
HKEanhWP,zf,CTS,0.168143427392974,7950,11,-7938
nJrBkFOO,zf,TUW,0.827606579194983,7951,14,-7936
raTevrli,ac,CTS,0.65399006129063,7952,7,-7944
,zf,CTS,0.795963712570991,7953,62,-7890
QwFOngwf,ac,TUW,0.186226921253514,7954,24,-7929
JBvESVvC,em,TUW,0.171834802351818,7955,77,-7877
aEoaCXGU,mk,HTC,0.954382413964076,7956,49,-7906
RNHmQepw,zf,HTC,0.271160618028086,7957,93,-7863
kucZquHP,em,HTC,0.004700660174199,7958,15,-7942
wLkheWNE,zf,TUW,0.536741764159641,7959,64,-7894
HlYEgFuE,em,TUW,0.917720635590932,7960,13,-7946
JLmMjLOd,zf,HTC,0.129813368624064,7961,32,-7928
ZMkKRNMv,ac,HTC,0.12693645380231,7962,63,-7898
RoUIpVYW,mk,TUW,0.222257092199003,7963,59,-7903
vDnOPZlY,zf,HTC,0.716291954989583,7964,19,-7944
NCyITFBk,mk,HTC,0.017753793375753,7965,44,-7920
,zf,HTC,0.822381962762483,7966,1,-7964
VvFbjZWm,ac,TUW,0.662383814783099,7967,71,-7895
ozbmayiC,mk,TUW,0.572812063337993,7968,63,-7904
ghMdmfMa,zf,CTS,0.417643198045271,7969,56,-7912
IDJVrFbr,zf,TUW,0.370816192238952,7970,14,-7955
eKXqhfXQ,ac,TUW,0.555355537846314,7971,0,-7970
oLzjrbmf,ac,CTS,0.154882739681761,7972,90,-7881
QvNiSdex,zf,CTS,0.627557522881188,7973,31,-7941
xLSFGNhl,ac,TUW,0.761788226600855,7974,35,-7938
eFqOpkcb,ac,HTC,0.965569796273544,7975,84,-7890
,em,TUW,0.465995336029493,7976,15,-7960
pYAcRwSD,zf,HTC,0.576283007386196,7977,56,-7920
rywMeezP,ac,TUW,0.381792958974684,7978,52,-7925
VeXurzDr,zf,HTC,0.563303895658618,7979,46,-7932
szmULksM,zf,HTC,0.832147577529092,7980,33,-7946
nJlwCysP,zf,CTS,0.453617848086317,7981,14,-7966
irHBlQkn,ac,CTS,0.969740932693807,7982,30,-7951
TJLyEZas,zf,TUW,0.477215509362358,7983,22,-7960
wqRRsqUM,zf,CTS,0.228208681563544,7984,76,-7907
xKRjYXUF,ac,HTC,0.852051433473541,7985,11,-7973
rmcNJnfg,mk,CTS,0.742836185654237,7986,63,-7922
eYonoQUT,mk,TUW,0.670170026173684,7987,4,-7982
zzIwazyi,mk,HTC,0.229371988948891,7988,34,-7953
gPtrxAKQ,mk,HTC,0.084935909782699,7989,20,-7968
jsVNrxdb,ac,HTC,0.631064706885088,7990,90,-7899
RivAUsuN,zf,HTC,0.136119080513219,7991,17,-7973
,ac,CTS,0.850363136489271,7992,5,-7986
BBFyNIXI,zf,CTS,0.87411270946979,7993,87,-7905
pRpSvEVC,em,TUW,0.77035815033703,7994,36,-7957
ItQwEtGG,em,HTC,0.211682930685427,7995,15,-7979
UzrOAQeX,ac,CTS,0.860347547085462,7996,84,-7911
FdaVDsnf,em,TUW,0.39441922142722,7997,86,-7910
QyNJzPLC,mk,HTC,0.59514388987946,7998,55,-7942
ICgCFOkf,zf,CTS,0.607473947431458,7999,87,-7911
,em,CTS,0.992168311923141,8000,31,-7968
MoeZhYrZ,zf,HTC,0.858149146809423,8001,44,-7956
lyqpHALE,mk,TUW,0.559712051572187,8002,79,-7922
bgwlOmzC,em,TUW,0.177919197775481,8003,46,-7956
zsgqHqwC,zf,CTS,0.420706264323259,8004,74,-7929
zybaYKvp,em,HTC,0.785775244560023,8005,36,-7968
vpdoPmDs,ac,HTC,0.842594761612217,8006,98,-7907
FQMARlNB,ac,HTC,0.809806110771622,8007,63,-7943
CTjRmqNG,mk,HTC,0.53486843390589,8008,63,-7944
zSNOaFjc,ac,HTC,0.661647593498062,8009,40,-7968
rRxQeRXm,ac,HTC,0.9397494790542,8010,61,-7948
YwLNXvOP,ac,TUW,0.668054587453584,8011,39,-7971
,zf,TUW,0.822316522696316,8012,94,-7917
gUVcnHje,zf,TUW,0.672499254142222,8013,74,-7938
lTpnQnVT,em,HTC,0.255208466255272,8014,17,-7996
apQYzpgS,em,HTC,0.849209625108772,8015,51,-7963
BbqhrZcH,em,CTS,0.791436217415611,8016,45,-7970
rUFaQgBh,em,CTS,0.809123201225756,8017,20,-7996
sAZQAVsu,em,HTC,0.260509866390485,8018,90,-7927
DifCaFYP,em,CTS,0.074672116922308,8019,21,-7997
oKKZslfv,ac,TUW,0.82872783067975,8020,47,-7972
cigvOlya,mk,CTS,0.521957234673681,8021,55,-7965
ZosrHcJN,mk,CTS,0.879955682187699,8022,1,-8020
HFQZciAA,zf,CTS,0.297189906365976,8023,93,-7929
,mk,TUW,0.100780676346763,8024,76,-7947
SIiiNaQl,mk,TUW,0.43151427686556,8025,31,-7993
yFtSXGxA,zf,CTS,0.175469403655168,8026,33,-7992
nfYOMdxO,mk,CTS,0.661636053991291,8027,83,-7943
oSnogyPp,em,HTC,0.76979017352484,8028,59,-7968
ckOfhhPA,zf,CTS,0.519542086313325,8029,58,-7970
MyNQMXmy,zf,TUW,0.129565231129465,8030,60,-7969
CyWlNQvA,mk,CTS,0.938226462028416,8031,78,-7952
PRSZIqyJ,zf,HTC,0.134697234469874,8032,80,-7951
PCZeTwAT,ac,CTS,0.981104288986985,8033,29,-8003
lQzBtoew,em,CTS,0.981620233140576,8034,49,-7984
tvIljHGh,zf,HTC,0.641157151312388,8035,46,-7988
QcTvAhiz,zf,TUW,0.705119137435923,8036,61,-7974
kznyAXKC,zf,CTS,0.148924329739403,8037,46,-7990
TIJdwine,em,TUW,0.912583773006987,8038,14,-8023
xrqGFFci,mk,TUW,0.994357110875503,8039,30,-8008
lKfOTFkZ,mk,CTS,0.917726267038537,8040,74,-7965
,em,TUW,0.625408637525721,8041,14,-8026
wwWXDTYt,zf,TUW,0.760921949196681,8042,74,-7967
WUGLFIge,mk,TUW,0.808362671593388,8043,37,-8005
YAKUQkWW,em,CTS,0.35827147809595,8044,92,-7951
ErUHkDsv,ac,CTS,0.358811341829738,8045,22,-8022
zNrGuRAw,em,TUW,0.93317934633065,8046,3,-8042
jKiiCUIa,mk,HTC,0.33187093891264,8047,34,-8012
xgdNAhnV,zf,CTS,0.679832560896275,8048,59,-7988
OCHcoQiz,ac,HTC,0.222681249793574,8049,77,-7971
bYnNNdEa,mk,HTC,0.766103233700668,8050,63,-7986
uKIWmgNY,zf,CTS,0.908936688761156,8051,89,-7961
UDskJivE,zf,TUW,0.990537676459252,8052,38,-8013
RKpaOKGx,mk,CTS,0.326251616584233,8053,37,-8015
vKYLuNvS,zf,TUW,0.959647648124795,8054,99,-7954
qJCKsrrq,em,TUW,0.192914573156246,8055,44,-8010
RQLhGlyN,em,TUW,0.880233810014011,8056,27,-8028
WVYjnPUe,zf,CTS,0.450564187183464,8057,96,-7960
XrtLLPvC,em,HTC,0.309226041288754,8058,99,-7958
phvUVkkj,zf,TUW,0.949422630588766,8059,10,-8048
nGSWKiao,ac,CTS,0.006508958263765,8060,0,-8059
,em,CTS,0.325884708410104,8061,87,-7973
xyZFIiko,ac,CTS,0.424397725750239,8062,67,-7994
qQHXezDr,ac,HTC,0.263817766573242,8063,85,-7977
KkeyMQTE,zf,CTS,0.707929320903033,8064,73,-7990
pssHcrCx,zf,TUW,0.909770529946265,8065,33,-8031
kutIXrSO,mk,CTS,0.865315485626511,8066,69,-7996
wTlGpMWh,ac,HTC,0.28475433770319,8067,74,-7992
HqKUQFBd,ac,CTS,0.744777222116954,8068,43,-8024
tlhpmxEq,ac,TUW,0.96832350552222,8069,69,-7999
TvxcdiXw,zf,HTC,0.982811282081284,8070,4,-8065
jHAYNKtr,ac,CTS,0.5475425294276,8071,87,-7983
WRUMoqla,ac,CTS,0.921553571367233,8072,26,-8045
,ac,TUW,0.750080654150606,8073,77,-7995
PMrTdwUz,ac,CTS,0.993766297854864,8074,35,-8038
CDRqhsOo,em,TUW,0.470814212295987,8075,89,-7985
STulOirs,em,TUW,0.796023334413915,8076,76,-7999
pKnmMpoa,ac,TUW,0.898249924893876,8077,23,-8053
styseALH,mk,TUW,0.567665344238023,8078,4,-8073
cokUsSjD,mk,TUW,0.175297838663366,8079,35,-8043
KGVXJyNl,ac,HTC,0.936189898857411,8080,73,-8006
,mk,CTS,0.070062010323335,8081,16,-8064
FpdPHzsV,mk,CTS,0.409564700377087,8082,57,-8024
qyRPFBoG,zf,TUW,0.821547253861482,8083,88,-7994
QMJOGwvE,em,TUW,0.587326483567492,8084,67,-8016
jiEjpRSH,zf,CTS,0.278547978006178,8085,2,-8082
vPzwRIZC,mk,CTS,0.550970002728541,8086,94,-7991
QpSpsQEM,mk,TUW,0.645613850521177,8087,79,-8007
KwhfEaFX,ac,HTC,0.171600031935555,8088,31,-8056
CWbxOHHs,mk,TUW,0.880779774665095,8089,56,-8032
LpIDbMxX,mk,CTS,0.011428678254607,8090,13,-8076
NyGvBuhi,mk,CTS,0.447536413216314,8091,7,-8083
QgPQTFbs,ac,TUW,0.268222390074974,8092,55,-8036
PpatbFtU,mk,CTS,0.21691130874184,8093,96,-7996
KUGxuimQ,em,HTC,0.609405600431003,8094,16,-8077
,em,HTC,0.745332021135228,8095,66,-8028
TSRuPnYl,mk,TUW,0.236122331107169,8096,29,-8066
rNmbpPcd,zf,TUW,0.472429091345757,8097,69,-8027
geKDZbef,ac,CTS,0.205425104716337,8098,53,-8044
maYhIndo,em,CTS,0.990750311648528,8099,54,-8044
OiZTTQyS,mk,CTS,0.423718837003709,8100,42,-8057
tfUlqKKY,ac,TUW,0.409220663720518,8101,73,-8027
dcBwfXyp,mk,CTS,0.348501392487187,8102,85,-8016
GkzJckEF,mk,TUW,0.4142775337085,8103,61,-8041
kcVDtAqp,zf,HTC,0.391174261548207,8104,45,-8058
nYnQHmxh,ac,TUW,0.018258383075189,8105,80,-8024
QSKdxJoV,ac,HTC,0.733232053658737,8106,90,-8015
FadhmPwT,ac,HTC,0.741130727623621,8107,8,-8098
,zf,HTC,0.5550151343151,8108,41,-8066
zxXaooWu,em,TUW,0.577314739380512,8109,11,-8097
RZtYlZAC,mk,CTS,0.687875267300347,8110,0,-8109
tSgdLSmx,mk,TUW,0.195827065405458,8111,28,-8082
PaCyusqU,ac,HTC,0.543267975185804,8112,19,-8092
qgZViOxp,mk,HTC,0.839408422377922,8113,87,-8025
HMwqlnKe,em,TUW,0.683747388661103,8114,90,-8023
iYTLKVjS,mk,TUW,0.200776881911743,8115,22,-8092
GADCijff,em,TUW,0.039619173929399,8116,41,-8074
MxkJPSFD,ac,TUW,0.68309286059859,8117,67,-8049
RfofYuwb,mk,CTS,0.230966996542525,8118,84,-8033
qbMIvbms,mk,HTC,0.364582241523508,8119,65,-8053
MMQoBWaK,zf,CTS,0.376391852811175,8120,79,-8040
cHvECcwL,mk,TUW,0.822729392054249,8121,79,-8041
tYrwBTRS,mk,HTC,0.361225327653319,8122,20,-8101
czsGNLLm,zf,CTS,0.179727123528811,8123,78,-8044
,zf,HTC,0.580455768148267,8124,37,-8086
uGRbnned,mk,TUW,0.498395111489536,8125,12,-8112
KxHEtMgq,ac,HTC,0.609072946534284,8126,31,-8094
wOQdvskB,ac,CTS,0.609609995077039,8127,55,-8071
DKMILyOd,ac,HTC,0.618943640864828,8128,9,-8118
jpIXRDzC,zf,TUW,0.292492563024761,8129,21,-8107
ckwVOnYj,em,TUW,0.265298733694336,8130,25,-8104
GoCKAktQ,em,CTS,0.385240269064608,8131,5,-8125
CExMBdAd,mk,TUW,0.355349755134959,8132,77,-8054
ejmDbxOz,zf,CTS,0.47642891832701,8133,1,-8131
nHjKOrUs,em,TUW,0.424220506082779,8134,68,-8065
suRfUmAf,mk,TUW,0.152965052371766,8135,42,-8092
OdcQSCLq,zf,TUW,0.688669554267305,8136,7,-8128
RZmTqtbE,mk,HTC,0.469802592802645,8137,96,-8040
eNHLuyWn,zf,HTC,0.680672339254412,8138,61,-8076
JiVQXTpM,ac,TUW,0.051061172658325,8139,58,-8080
JHVrhxur,ac,CTS,0.33012883366928,8140,14,-8125
ftwYWbwP,em,HTC,0.015805543363023,8141,58,-8082
XsAjVhHL,em,HTC,0.740839332567243,8142,85,-8056
MDAzKjkQ,ac,HTC,0.897301213403415,8143,13,-8129
,zf,CTS,0.80440773683407,8144,77,-8066
gidFyIZe,ac,TUW,0.098247576009959,8145,79,-8065
WsORwikc,mk,CTS,0.063061415321634,8146,78,-8067
lWZMlAtq,mk,HTC,0.505337238395806,8147,88,-8058
DCDvzRwL,mk,CTS,0.004007105575413,8148,8,-8139
chlECTyA,ac,HTC,0.290877739698192,8149,75,-8073
MRddfCLr,zf,CTS,0.129458675745431,8150,69,-8080
JWbBNoTm,em,TUW,0.928360063822302,8151,46,-8104
qNsXNxCB,zf,TUW,0.6548677992881,8152,94,-8057
ulsENBwt,mk,CTS,0.417952173388629,8153,39,-8113
xMSNtcGe,zf,CTS,0.737671695017007,8154,23,-8130
EsrgCbsi,mk,TUW,0.598832618577201,8155,31,-8123
gtadRptf,zf,HTC,0.359974378887834,8156,48,-8107
cuKyVQft,mk,CTS,0.962260713599479,8157,99,-8057
PqmqsPST,em,TUW,0.468489725232134,8158,67,-8090
WjdEcCtG,mk,TUW,0.187574786805127,8159,29,-8129
,em,CTS,0.229878252618097,8160,6,-8153
thcECHOc,em,TUW,0.668240016349803,8161,12,-8148
tSGHVBOC,em,HTC,0.454617467153861,8162,84,-8077
hihHeKkU,em,HTC,0.208818925059163,8163,96,-8066
lDLanaLg,mk,HTC,0.28953551021234,8164,89,-8074
WHVMyVhI,mk,TUW,0.732229880547968,8165,98,-8066
iwTtqkJO,ac,TUW,0.314820915534665,8166,12,-8153
TpLKOAyF,ac,CTS,0.475233270469691,8167,73,-8093
TWXxBESb,zf,CTS,0.739361395545053,8168,66,-8101
,mk,TUW,0.212113528151503,8169,33,-8135
fmoMjDlM,zf,CTS,0.86891184491504,8170,35,-8134
PghufHIz,mk,HTC,0.301047135208707,8171,41,-8129
HPqgXCAi,ac,CTS,0.671183517208179,8172,24,-8147
qkGKIGgB,mk,TUW,0.348973382076079,8173,84,-8088
yabvldsW,ac,TUW,0.28101284854635,8174,66,-8107
JJWcOHYO,mk,TUW,0.759086383715237,8175,31,-8143
YImGQbpm,em,CTS,0.559789614836815,8176,63,-8112
baORNDUG,mk,HTC,0.092532248272443,8177,87,-8089
tYXvxVQx,mk,TUW,0.208597670650758,8178,6,-8171
PeUgBkiV,mk,HTC,0.461428658257901,8179,53,-8125
skMQNBLj,mk,TUW,0.536257720356503,8180,87,-8092
,ac,HTC,0.826337966350847,8181,48,-8132
rtcgfilZ,zf,CTS,0.261682041855753,8182,37,-8144
hSWecpkd,zf,TUW,0.741873647309566,8183,10,-8172
GByNWEmW,em,HTC,0.949139518959393,8184,94,-8089
LWjAcXhz,mk,TUW,0.282467911916952,8185,21,-8163
aaUfRwJT,em,HTC,0.276629885582379,8186,87,-8098
SiNKkeHg,mk,TUW,0.277433252881139,8187,1,-8185
QmQUcJfL,ac,TUW,0.011801476153073,8188,74,-8113
hRyAGRpX,ac,CTS,0.198940811943366,8189,50,-8138
cBZClnsa,zf,CTS,0.754601568886828,8190,85,-8104
OmYYTkxN,zf,TUW,0.528300422185023,8191,52,-8138
,em,TUW,0.357229201613212,8192,3,-8188
NVdhRCsY,mk,CTS,0.253203025737258,8193,28,-8164
SsTqmlDm,zf,TUW,0.261233578669541,8194,98,-8095
WhadlZaN,ac,HTC,0.35868417910709,8195,47,-8147
XvIEBtdF,ac,CTS,0.363063368887595,8196,45,-8150
PVSGYNlw,em,TUW,0.24228370225083,8197,81,-8115
pELhHxqt,mk,TUW,0.617558041070485,8198,44,-8153
YBXTETJC,em,HTC,0.511857062596846,8199,52,-8146
ydbZFPQy,zf,TUW,0.356064571533989,8200,69,-8130
,ac,CTS,0.400261414369965,8201,76,-8124
mmvjtxgh,zf,HTC,0.377786278924153,8202,89,-8112
OcWVdCWf,ac,HTC,0.763407490308358,8203,49,-8153
uXYRhsNI,zf,CTS,0.718431305458816,8204,94,-8109
nmaThFvI,zf,HTC,0.260196055078886,8205,16,-8188
AJXVopEb,mk,TUW,0.514012874168978,8206,31,-8174
hGvTvyhq,em,TUW,0.741145049216242,8207,72,-8134
nXDSFMIj,em,TUW,0.066958875031292,8208,11,-8196
mKHNBnvn,em,HTC,0.547059261059242,8209,73,-8135
NtdIzpWt,em,TUW,0.760207943325572,8210,80,-8129
EPwChGoS,em,CTS,0.576779604685451,8211,34,-8176
nOawpZre,mk,TUW,0.671257019632779,8212,42,-8169
,ac,HTC,0.224011385964364,8213,8,-8204
TXLxjqOQ,ac,HTC,0.444969756367801,8214,42,-8171
IueIEBSp,zf,TUW,0.750309323756906,8215,48,-8166
sFFHAlPe,zf,HTC,0.565087705944733,8216,29,-8186
TgRUoybB,mk,HTC,0.398925269304761,8217,81,-8135
CGZrhXAX,em,TUW,0.675891206853656,8218,40,-8177
WVXlEwQI,em,CTS,0.347291738183773,8219,92,-8126
RukAtUol,em,TUW,0.488793567882485,8220,69,-8150
phLxJZVP,zf,CTS,0.39228066936619,8221,5,-8215
xzZUsFsc,mk,HTC,0.478224235629269,8222,80,-8141
zDHTKTAD,mk,CTS,0.282511782026272,8223,76,-8146
XuduLSOZ,zf,HTC,0.53530101136214,8224,99,-8124
zzVIAjJQ,em,TUW,0.614995975474309,8225,31,-8193
tPThYenI,ac,TUW,0.259495158918277,8226,39,-8186
ssMmgIwj,zf,HTC,0.82216537486395,8227,66,-8160
,ac,HTC,0.732750087746144,8228,27,-8200
DRxpOdqg,em,HTC,0.263252066350183,8229,9,-8219
oniXUPgF,em,CTS,0.216520987168676,8230,73,-8156
VogeVYJq,em,HTC,0.423995783119861,8231,21,-8209
RhQHvguT,zf,HTC,0.383458885860245,8232,72,-8159
kCYbOydt,em,CTS,0.438157626354065,8233,20,-8212
VomgATmV,ac,TUW,0.161125839542305,8234,53,-8180
aQFoBTzE,mk,CTS,0.115841559271246,8235,72,-8162
YpLqypgy,mk,CTS,0.919999334450607,8236,15,-8220
EbqmsHDf,mk,CTS,0.145171543967258,8237,6,-8230
mCweowfI,mk,CTS,0.996676543279411,8238,12,-8225
QoDQjdCi,zf,TUW,0.577701123019115,8239,67,-8171
rkuoORjL,em,CTS,0.803849079080758,8240,37,-8202
yTAFVRaO,mk,CTS,0.171249676500122,8241,21,-8219
tAnqnRtX,em,TUW,0.704462141304174,8242,36,-8205
,ac,HTC,0.706510702135519,8243,71,-8171
wJQkJBxi,mk,TUW,0.080855264737415,8244,28,-8215
nnGrBoHH,em,TUW,0.997462501230996,8245,81,-8163
ulnlMexG,mk,CTS,0.967301098106547,8246,74,-8171
PldqFkMR,zf,TUW,0.520729395399598,8247,83,-8163
CBiwownu,ac,CTS,0.297490374092812,8248,24,-8223
YsLbUkoi,zf,TUW,0.303145833557279,8249,77,-8171
SZNWCWes,mk,TUW,0.012952806945802,8250,97,-8152
ElxvBjry,ac,HTC,0.182342716038339,8251,22,-8228
KaHkNUer,ac,HTC,0.042100427488269,8252,10,-8241
XSuJENWp,ac,TUW,0.65808733897629,8253,54,-8198
cHPbXmrh,ac,TUW,0.630173214919943,8254,43,-8210
GAtZrviR,ac,HTC,0.191472337209254,8255,22,-8232
